id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
416,812,0,1.8665811069999998,0,9,0,50,0.852715302,155,4,15,371,1199,2208,12,13,8,1,1,0,0
420,1203,0,0.498814903,0,0,1,12,0.9163217090000001,124,8,1,364,1670,1484,12,4,15,1,0,1,0
421,1259,0,0.498761051,1,0,1,41,0.03446435,144,1,4,144,1988,286,7,0,19,1,0,0,2
424,710,0,0.498770638,1,0,1,54,0.031337855,105,1,11,275,1988,286,7,4,7,1,0,0,2
428,1843,0,0.498766262,1,0,1,41,0.032771251,100,1,4,291,1988,286,7,4,7,1,0,0,2
429,618,0,0.49897714200000004,0,0,1,32,0.41205738399999997,188,8,20,140,1023,3269,15,5,3,1,1,1,0
430,1154,1,1.096778171,0,0,0,31,0.624849367,118,7,3,418,511,1590,8,2,14,1,0,0,2
432,712,0,2.491299806,0,0,1,43,0.9304256790000001,111,6,5,675,1917,1970,6,1,2,1,1,1,0
439,1027,1,1.313984471,1,0,1,33,0.8987863229999999,199,6,18,364,1374,1970,18,0,6,1,1,1,1
440,710,1,0.499112024,1,0,1,27,0.798629088,198,6,7,115,1809,3269,10,0,20,1,1,0,1
441,1203,0,1.828098565,0,0,0,32,0.561717759,117,3,1,850,1555,1590,17,0,13,1,0,0,3
443,1843,1,2.568004568,1,1,1,26,0.135783939,81,6,0,867,1177,1430,12,4,8,1,1,1,0
446,1843,0,0.49875298100000004,1,0,1,54,0.030794352,85,1,4,275,1988,286,7,4,2,1,0,0,2
448,1027,1,1.113262175,0,3,0,32,0.915715368,196,8,13,113,721,1970,8,6,8,1,0,1,1
449,560,1,2.6422382719999997,0,4,1,8,0.140373133,146,4,12,333,1362,2227,6,7,2,1,1,0,0
450,1154,1,1.913821494,0,1,1,2,0.798621342,179,6,3,115,1931,3269,9,3,11,1,1,0,2
452,1843,0,1.818234128,1,0,0,54,0.03824509,193,1,8,115,1988,286,7,4,12,1,0,0,2
453,1271,1,0.498918299,1,0,1,38,0.7986071,145,7,20,115,1740,3269,9,4,17,1,0,0,3
456,1600,0,1.222465001,0,4,0,32,0.619477743,111,5,20,1331,730,1970,14,7,10,1,0,1,3
459,832,0,0.498488974,1,4,0,31,0.40916663600000003,185,8,2,788,1805,1484,17,10,10,0,1,0,1
460,1249,1,1.070301758,1,3,0,61,0.125177886,84,7,3,480,730,1552,16,7,17,0,1,0,1
462,1958,0,0.498897062,0,2,0,31,0.4101322,86,2,3,396,823,3269,13,3,19,1,0,1,3
464,1203,1,1.300091815,0,0,1,47,0.12004937800000001,199,6,17,1633,1809,2753,10,7,6,1,1,1,1
465,710,0,0.49879425299999997,1,0,1,54,0.030818333,105,1,4,144,1988,286,7,4,7,1,0,0,2
466,1271,1,2.44310963,1,0,0,33,0.362105835,149,7,8,1698,1515,2219,5,0,8,1,0,1,0
469,710,0,0.498695624,1,0,1,41,0.035130800000000004,87,1,8,275,1988,286,7,5,12,1,0,0,2
470,710,0,0.498771332,1,0,1,54,0.033480808,88,1,4,275,1988,286,7,4,7,1,0,0,2
472,1290,0,2.448317753,1,0,1,44,0.036339002,135,3,7,58,596,1704,11,0,2,1,1,0,0
473,1154,1,1.785902336,1,0,1,2,0.798658505,155,2,16,115,1931,3269,17,2,19,1,0,0,2
474,710,0,1.1714583490000001,0,4,1,7,0.7986540740000001,111,8,9,115,1809,3269,15,7,20,1,0,0,0
475,1600,0,0.49930368,1,0,0,4,0.406887844,142,6,3,769,721,2548,16,3,3,0,1,1,2
476,1132,1,0.586586917,1,0,1,16,0.12635787,170,2,7,1698,1933,2110,10,3,3,1,1,1,1
477,710,0,0.49882176100000003,1,0,1,20,0.033745492,105,1,4,115,1988,286,7,4,7,1,0,0,2
481,1600,1,2.56432476,0,0,0,33,0.354000872,192,2,15,867,1177,1150,19,2,17,1,0,1,0
482,1203,0,1.117885153,1,4,0,4,0.41209519899999997,198,3,7,1331,1520,1970,8,7,2,1,1,0,1
483,1154,1,0.47869837299999995,0,16,0,23,0.026881354,155,1,1,22,997,2336,8,3,19,0,0,1,2
484,983,0,1.827517922,1,0,1,54,0.03651422,88,1,4,275,1988,286,7,4,7,1,0,0,2
485,712,1,1.653951096,0,0,1,37,0.853229153,122,4,1,729,662,2208,19,2,3,1,1,1,3
487,1027,0,0.474949037,1,0,1,5,0.79861031,156,3,7,1331,1005,2655,6,1,2,1,1,0,0
488,1561,0,0.498882043,1,0,1,31,0.608259366,142,3,20,788,721,2655,15,1,17,1,0,1,2
490,1537,0,0.498909993,1,0,1,41,0.034407475,105,1,4,144,1988,286,7,4,12,1,0,0,2
491,1027,1,2.346781407,1,4,0,33,0.34906900399999996,182,4,15,248,1177,1150,15,7,13,0,0,1,1
492,896,0,2.60517832,1,0,0,16,0.618046378,114,5,3,206,1456,3269,17,8,7,1,0,1,2
495,710,0,0.498758107,1,0,1,54,0.032129705,105,1,4,144,1988,286,7,4,7,1,0,0,2
496,1154,0,0.49886742799999995,0,1,0,14,0.424317445,86,7,3,788,1805,3269,17,4,12,0,0,0,0
497,1203,0,0.49925727299999995,0,3,0,46,0.411732382,135,3,1,1621,1520,3952,13,1,11,0,0,1,3
498,1203,0,1.36451054,1,1,1,33,0.151648515,136,1,0,1331,1555,1590,7,6,8,1,1,1,0
502,1271,1,0.49900133799999996,1,0,0,23,0.144649133,136,8,19,788,1023,3269,15,1,17,1,0,0,3
504,1027,0,1.165715397,1,0,1,12,0.13868275,187,6,1,376,721,1590,7,6,6,1,1,1,3
505,1203,1,2.469815929,0,0,1,40,0.851454918,158,7,13,747,1010,1970,9,5,16,1,0,1,1
506,1843,0,0.498782665,1,0,1,20,0.032939842999999996,105,1,4,144,1988,286,7,4,7,1,0,0,2
509,710,0,0.49879135,1,0,1,54,0.033764472000000004,105,1,4,115,1988,286,7,4,7,1,0,0,2
510,710,1,0.498946744,1,0,1,30,0.036706762000000004,105,1,4,115,1988,286,7,4,7,1,0,0,2
512,1770,1,1.46503387,0,3,1,7,0.5519499760000001,177,8,10,1248,1787,1590,10,4,10,1,0,1,3
517,1958,0,0.499225728,1,1,0,39,0.352720515,146,6,3,788,1805,3269,17,9,8,0,1,1,1
518,710,0,0.49876924100000003,1,0,1,54,0.031514301,113,1,6,519,1988,286,7,4,19,1,0,0,2
520,1537,0,1.103023212,1,8,1,15,0.08799651800000001,198,1,10,29,891,1590,17,7,3,1,1,0,1
521,1203,1,0.498990427,0,3,1,30,0.402371029,172,7,20,1260,1023,3269,9,1,17,1,1,0,2
523,710,0,2.583411753,0,0,1,33,0.798618983,158,4,2,115,1515,3269,9,5,20,1,1,1,3
524,543,0,2.6135024980000003,0,3,1,33,0.424129855,132,3,16,58,1199,2993,11,5,2,1,0,1,0
530,606,0,1.8405153890000001,1,0,0,13,0.934763318,146,4,13,813,730,1970,19,11,7,1,1,0,2
532,987,1,2.679827295,1,9,0,7,0.35138320100000003,189,1,10,1032,1787,1950,9,5,11,1,1,1,3
533,1027,1,1.826515,0,6,1,45,0.03612098,122,2,9,211,1299,424,8,6,19,1,0,1,2
535,1203,1,1.117895857,0,0,0,12,0.9234136479999999,199,5,7,364,1670,1970,14,7,7,1,1,1,3
537,1027,1,0.549374377,0,0,1,14,0.128575713,198,2,9,718,997,665,13,3,19,1,0,0,2
540,1203,0,0.49887660899999997,0,3,0,12,0.557087425,128,3,20,769,721,2655,17,8,7,1,0,0,2
542,1203,0,1.192179975,0,1,0,36,0.553638223,161,5,2,667,1162,3624,5,1,8,1,0,1,0
543,710,0,0.49877204,1,0,1,54,0.033276198,88,1,4,115,1988,286,7,4,7,1,0,0,2
548,1537,0,1.1378670929999999,0,9,1,12,0.418386772,199,3,7,347,1898,3624,14,1,13,1,1,1,3
550,1027,1,2.521861914,0,1,1,63,0.892053841,122,6,2,675,1023,2208,18,11,13,1,0,1,1
552,1154,1,0.521724219,1,0,1,33,0.153063872,146,6,0,1087,721,3269,7,3,20,1,1,0,1
555,1843,0,0.498781167,1,0,1,54,0.031395674,85,1,4,275,1988,286,7,4,7,1,0,0,2
556,1027,0,2.401091855,0,0,0,32,0.427249864,124,6,14,1087,662,1970,19,13,6,1,1,1,3
557,710,0,0.49874754600000004,1,0,1,41,0.033319714,85,1,11,291,1988,286,7,4,7,1,0,0,2
560,1154,1,0.708983162,0,0,1,16,0.412322908,146,7,13,418,1805,2655,12,8,20,0,1,1,1
561,1027,1,0.47154749700000004,0,0,1,12,0.917829872,199,6,15,364,1917,1970,5,3,11,1,1,1,0
562,710,0,0.498778055,1,0,1,54,0.032267961,105,1,4,115,1988,286,7,4,7,1,0,0,2
564,1027,0,2.3760302319999997,0,4,0,21,0.130183316,102,7,4,248,1604,1970,16,3,13,1,0,1,1
565,1027,1,0.555294849,0,0,1,26,0.8537758440000001,199,2,1,364,1374,1970,14,2,13,1,1,1,3
567,574,0,1.9124008609999998,1,0,1,27,0.798616435,155,2,9,115,858,3269,9,3,17,1,1,0,1
568,1027,0,1.975378979,1,0,1,37,0.029167848,189,4,1,1028,1604,1377,15,0,13,1,0,1,1
569,1203,1,0.468922086,0,1,0,32,0.038556488,110,3,0,376,730,1552,17,6,3,1,0,0,3
570,1207,0,1.251636033,0,4,0,39,0.136680769,156,3,11,994,1162,3952,11,10,6,0,1,1,1
573,1866,1,0.509458785,1,0,1,13,0.798635378,136,2,11,115,1809,3269,15,11,12,1,0,1,0
574,1027,1,2.391677741,0,0,1,6,0.8709354579999999,134,6,5,364,1199,3717,14,1,19,1,1,1,0
575,1958,1,0.49904066,1,0,1,12,0.896914584,188,7,19,140,1023,2655,15,1,15,1,1,1,3
577,710,0,0.49876982299999995,1,0,1,41,0.033521252,105,1,4,144,1988,286,7,4,7,1,0,0,2
578,1843,0,0.49876694,1,0,1,54,0.031255457,105,1,4,275,1988,286,7,4,7,1,0,0,2
579,618,1,0.499184177,1,0,1,14,0.427876397,168,2,13,788,1023,3269,17,11,7,1,0,0,1
580,710,0,0.498788684,1,0,1,54,0.033674776000000003,105,1,4,144,1988,286,7,0,7,1,0,0,2
581,1203,1,0.49891966299999996,0,1,1,32,0.415363085,179,6,4,769,721,2208,18,7,4,1,0,0,1
582,710,0,0.498708758,1,0,1,54,0.030747585,85,1,4,144,1988,286,7,4,7,1,0,0,2
583,1027,1,0.73456667,1,8,1,58,0.91010539,160,2,18,1858,730,918,16,2,13,1,1,0,3
585,1027,0,0.49912047200000004,1,0,1,9,0.851537352,122,2,19,788,721,1430,17,1,15,1,0,1,0
586,1958,0,0.499062949,0,0,0,7,0.347988367,102,7,3,319,1199,3624,10,7,15,1,0,1,3
587,1271,1,2.624033597,0,9,1,54,0.35211138799999997,98,7,11,867,1023,3269,10,9,4,1,1,1,0
591,1203,0,0.498955466,1,0,0,31,0.42103129,190,6,3,381,721,1484,7,6,6,1,1,1,1
592,1203,0,0.499010644,0,0,1,32,0.9116721940000001,103,3,0,769,721,2655,17,5,7,1,0,0,2
594,1872,1,1.329149437,1,0,1,33,0.413508119,160,7,0,418,1299,1851,9,0,19,1,1,1,2
595,601,0,0.533587692,0,0,1,26,0.8522636440000001,160,4,3,215,588,1970,10,4,15,1,0,1,2
596,710,0,0.498763028,1,0,1,54,0.032860716,85,1,4,291,1988,286,7,4,7,1,0,0,2
601,1154,1,0.613912589,1,1,1,2,0.798598156,136,8,9,115,1809,3269,18,3,11,1,0,1,0
603,1068,1,1.140317078,0,5,0,24,0.108058405,121,4,20,111,895,286,5,7,17,0,0,1,3
604,1027,1,2.0032711819999998,0,8,1,12,0.854951153,160,2,1,364,1374,1970,5,1,6,1,1,0,3
606,580,0,2.451522491,1,0,0,27,0.104713216,156,3,14,1032,865,1704,16,1,15,1,0,1,2
607,1203,0,0.498944381,0,0,1,12,0.915134068,176,2,12,140,721,2655,19,2,20,1,0,0,2
609,1872,1,0.49891216200000005,0,0,1,45,0.120854356,115,2,0,788,721,2548,9,1,20,1,0,0,0
613,1843,0,0.498764563,1,5,1,20,0.031145209,105,1,11,275,1988,286,7,4,7,1,0,0,2
614,1561,0,0.498954415,0,0,0,16,0.554583866,153,3,20,319,1805,2655,15,1,6,1,0,1,3
617,1203,0,1.797674031,1,1,0,37,0.551766576,107,6,3,113,721,2655,16,7,15,1,0,1,2
618,1027,1,1.6742521019999999,1,0,0,50,0.143519436,155,2,18,758,730,1552,10,0,15,1,1,0,0
619,1849,0,1.777334955,1,0,1,41,0.031332339,105,1,4,144,1988,286,7,0,7,1,0,0,2
620,1203,1,2.675262141,0,4,1,8,0.132319092,170,1,17,115,1456,3917,16,4,7,1,0,1,1
621,710,0,1.79144864,1,0,1,20,0.032484389,105,1,4,291,1988,286,7,4,7,1,0,0,2
623,1537,0,0.49017741,1,0,0,4,0.35330714,154,3,20,109,730,790,16,2,3,1,1,0,1
624,1872,1,1.3941414730000001,1,0,1,54,0.41690279799999996,188,2,3,286,1917,3269,17,2,12,1,0,1,0
625,1977,1,1.267666828,1,0,1,5,0.7986096309999999,145,2,0,497,1289,3269,16,2,2,1,1,0,3
626,1203,0,2.418482216,1,1,0,57,0.85036477,132,4,3,319,1787,1503,13,3,12,0,1,0,3
627,1027,1,1.230928557,0,0,1,4,0.12891147,111,3,14,1092,730,1552,16,2,6,1,1,1,1
628,1203,0,2.663327738,0,1,0,8,0.358493864,111,3,14,1087,1555,1068,10,7,3,1,0,1,0
629,965,0,0.498916752,1,0,0,32,0.026065796000000002,106,1,10,58,1199,1053,17,4,19,1,0,0,2
631,1203,0,0.5163265579999999,0,2,0,35,0.923026281,113,3,8,747,588,3952,11,5,6,1,1,1,3
633,586,1,0.49925303,0,0,0,24,0.12310859099999999,141,6,0,376,1670,3358,12,5,9,1,0,0,3
634,1958,0,0.498970255,0,0,0,61,0.025410062,115,7,20,1260,1543,1970,15,1,15,1,0,1,0
635,1537,0,2.579995291,0,0,1,8,0.403777651,168,7,13,416,1435,2589,10,13,14,1,0,0,2
636,1203,0,1.3609521709999999,1,8,1,42,0.617219376,117,2,16,1163,1374,1590,16,9,8,1,0,1,3
637,1561,1,0.499040975,0,6,1,52,0.6184059439999999,190,2,7,788,1805,3302,15,1,17,1,1,1,1
643,1203,0,2.659833031,0,0,1,54,0.381853248,187,6,0,206,1177,3269,7,6,11,1,1,1,1
644,1203,0,1.271334449,0,7,1,11,0.601559133,117,5,18,667,1692,3693,10,7,9,1,0,1,2
645,1203,0,2.609491081,0,3,0,51,0.105365384,159,4,20,58,1162,670,11,0,8,1,0,1,1
648,916,0,2.324936021,1,3,0,21,0.022180302000000002,169,1,12,1032,1552,3358,17,10,16,0,0,1,2
651,1203,1,0.498767678,0,3,1,12,0.921744255,196,7,19,381,721,1970,17,6,15,1,0,1,3
656,606,0,0.498765936,1,0,1,30,0.025581307,131,1,4,519,1988,286,7,4,7,1,0,0,2
657,1203,1,1.175918115,1,1,1,33,0.10250648300000001,169,6,17,376,730,1970,6,9,6,1,0,1,3
658,1259,0,1.9912636719999999,0,4,1,51,0.134325152,82,1,7,157,1988,1601,8,3,2,1,0,1,2
660,710,0,0.498991299,0,1,1,55,0.130300747,124,6,17,231,1023,3302,12,7,3,1,1,1,1
661,710,0,0.498797375,1,0,1,20,0.035235459,101,1,4,519,1988,286,7,4,14,1,0,0,2
663,1203,0,0.529351307,1,0,0,15,0.8551938090000001,110,1,3,994,1199,3952,9,1,20,1,0,0,1
664,1203,1,1.967245396,1,0,0,7,0.553709982,86,8,10,286,1805,3269,9,9,8,0,1,0,0
670,1203,1,0.49881988,1,0,1,12,0.910207036,156,6,1,769,721,1970,6,6,6,1,1,1,3
671,1600,0,2.0091097209999997,1,0,1,14,0.615914349,187,8,2,418,727,2655,9,4,19,1,1,1,0
672,1027,1,0.529896172,0,3,0,26,0.85380833,196,5,9,747,1604,1857,16,5,8,1,1,1,1
673,710,0,0.49875379700000005,1,0,1,41,0.031625199,88,1,4,115,1988,286,7,4,7,1,0,0,2
674,710,0,0.498745648,1,0,1,54,0.038354552,105,1,4,144,1009,286,7,4,7,1,0,0,2
675,1027,1,1.63207972,0,0,1,14,0.349612737,196,8,1,286,662,512,18,3,19,1,0,0,3
676,1561,1,0.499192304,0,0,1,40,0.078251076,198,6,18,788,1805,3269,17,3,19,1,0,0,1
678,1027,1,2.5860692640000003,0,9,1,60,0.87393141,138,1,13,215,1199,1857,14,7,15,1,1,1,2
681,710,0,0.49882102,1,0,1,54,0.036454493,99,1,4,115,1988,286,7,0,7,1,0,0,2
683,1843,0,0.49875933200000006,1,0,1,54,0.031383259,105,1,4,275,1988,286,7,4,7,1,0,0,2
685,1271,1,1.287213535,0,0,0,46,0.79863279,111,3,14,497,1553,3652,18,7,9,0,0,1,0
686,1600,0,2.516273331,1,0,1,56,0.42706227399999996,195,8,17,71,1177,1150,14,4,11,1,0,1,2
694,1271,1,2.6966895369999997,1,0,0,33,0.5595064120000001,110,1,1,94,1515,3269,10,5,20,1,0,0,0
697,1203,1,2.5482069469999997,0,5,1,30,0.34836566399999996,194,4,9,667,1917,1663,8,1,5,1,1,1,0
698,1027,1,1.653168795,0,4,0,45,0.6143964829999999,96,5,5,667,1728,436,14,9,11,1,0,0,2
700,618,0,0.498906119,0,1,0,45,0.058439282,104,5,3,626,1238,1970,18,3,11,1,0,0,1
701,1027,0,2.564633295,0,4,0,12,0.9068625990000001,111,1,5,364,1199,3952,14,0,14,1,1,0,3
703,710,0,0.498781266,1,0,1,54,0.022152274,105,1,4,291,1224,286,7,4,7,1,0,0,2
706,1271,1,0.498962615,1,0,1,31,0.798646338,132,6,6,115,1809,3269,7,6,12,1,0,0,3
709,1843,1,2.569099739,0,3,0,33,0.35130537700000003,170,4,18,447,1009,1950,13,2,8,1,1,0,0
713,1027,1,1.930589409,0,0,0,2,0.798637429,166,4,14,688,1951,3269,13,1,4,1,1,1,0
715,1537,0,0.498788313,1,1,1,41,0.033017826,131,1,4,291,1224,286,7,5,18,1,0,0,2
716,1027,0,0.530567648,1,4,1,26,0.925871265,138,2,5,881,730,1970,8,1,2,1,1,0,2
718,1154,0,2.604727284,0,0,0,63,0.910946813,196,8,1,113,1304,3269,15,5,12,1,1,1,0
719,1843,0,0.498765536,1,0,1,20,0.032540027,105,1,4,275,1988,286,7,4,7,1,0,0,2
721,1203,1,1.6321008540000002,0,0,0,43,0.8569689,134,3,1,364,1374,3358,12,11,19,1,1,0,3
722,1203,1,1.924142354,1,4,1,15,0.8533592729999999,134,8,7,364,1011,1970,8,7,14,1,1,1,1
723,1977,0,2.73056043,1,3,1,49,0.09416348199999999,189,2,1,536,1897,3167,10,2,8,1,1,0,0
724,1600,0,1.903582814,1,0,0,21,0.798622858,134,6,10,497,1809,3269,12,3,9,1,1,0,3
726,1203,0,1.873943022,0,1,1,36,0.35006162799999996,153,2,7,667,1023,1970,18,1,13,1,1,1,3
727,710,0,1.812557735,1,5,1,17,0.034347915,99,1,13,275,1224,286,7,0,19,1,0,0,2
729,1843,0,1.309290184,1,0,1,27,0.7986279490000001,132,6,7,547,1809,3269,10,3,19,1,0,1,1
731,1203,0,0.499070667,0,1,0,32,0.848846137,199,6,16,364,1670,1484,15,7,6,1,0,0,3
732,1203,1,2.46237843,1,0,0,15,0.059365781,160,1,2,248,1199,3952,10,3,19,1,1,1,0
733,1600,0,1.981345186,1,2,0,21,0.130390852,146,5,3,1331,1917,3624,14,3,3,1,0,1,1
735,1027,1,2.356432756,0,6,1,60,0.918063545,199,1,0,372,1558,2208,10,5,20,1,1,0,3
736,1203,1,2.536856212,1,0,0,8,0.418441584,170,3,15,1698,1520,273,10,12,11,1,0,0,2
737,1027,1,1.631831024,1,0,1,14,0.13650112,101,7,2,581,730,1970,19,1,3,1,0,1,3
738,1958,0,0.499130081,0,0,1,12,0.857489293,199,3,14,364,1374,1970,18,5,6,1,0,1,3
739,1872,0,0.498924925,0,4,0,53,0.606486394,117,5,7,231,1364,2655,6,5,2,1,0,1,2
740,1027,1,2.604524907,1,0,1,60,0.8902871170000001,160,3,1,4,1199,1053,9,2,11,1,1,0,0
741,1027,1,0.710280287,0,3,1,45,0.411090065,150,4,9,747,730,1970,15,5,6,1,0,0,1
744,832,0,0.49901325799999996,1,0,1,33,0.14192069400000001,169,6,0,140,721,2655,7,2,7,1,1,0,0
747,772,0,1.3036764140000001,0,0,1,45,0.409749195,179,5,18,667,1023,3269,10,9,8,1,1,1,1
751,710,0,1.8224186880000002,1,0,1,54,0.074364513,113,6,11,275,1988,286,7,11,12,1,0,0,2
752,560,1,1.906424123,0,0,0,45,0.150671631,156,5,0,788,1805,3269,9,9,8,1,1,1,1
753,710,1,2.693710612,0,9,1,54,0.02364092,189,1,1,360,781,1150,6,11,13,1,1,0,0
758,1027,1,1.780461445,0,1,0,57,0.852468014,100,2,4,1170,721,1590,12,2,19,0,1,1,1
760,1977,1,1.07997478,1,8,0,26,0.031527502,189,4,3,1698,895,1503,17,11,7,0,1,0,2
761,1843,0,0.498761657,1,0,1,20,0.03245116,85,1,4,144,1988,286,7,4,7,1,0,0,2
762,710,0,1.249151452,0,0,0,47,0.79861928,169,3,7,1430,1951,3269,11,8,7,1,0,1,1
764,1203,1,2.3733032730000003,0,0,0,8,0.055660823,112,1,1,58,1162,1950,17,3,15,1,1,0,3
765,1027,0,0.49908685,0,3,1,32,0.892559203,93,4,16,1260,721,1970,11,12,15,1,1,1,1
767,1980,0,2.67497252,1,0,0,15,0.030430304,101,4,7,447,1199,2084,10,0,9,1,1,1,0
769,1843,0,0.498757578,1,0,1,20,0.03072848,105,1,4,519,1988,286,7,4,7,1,0,0,2
770,710,1,2.5706286680000003,1,9,0,9,0.798786228,132,1,13,115,1515,1950,10,5,6,1,1,0,1
773,1977,1,1.075586593,1,3,1,45,0.35586777700000005,122,1,12,667,912,2052,7,6,14,1,0,0,2
774,710,0,0.49878783,1,0,1,41,0.032882946,105,1,4,144,1988,286,7,4,19,1,0,0,2
776,710,0,0.498753423,1,0,1,20,0.032510468,105,1,4,144,1988,286,7,0,7,1,0,0,2
777,1843,1,2.595315871,0,4,0,60,0.14649892,170,8,7,823,1456,273,14,1,11,1,1,1,0
779,1027,1,1.82976995,0,7,1,45,0.120974304,181,4,9,18,997,665,18,3,3,1,0,1,3
781,1843,0,0.49872299999999997,1,0,1,54,0.033278295,105,1,4,275,1988,286,7,4,12,1,0,0,2
782,618,0,0.746148391,1,0,0,32,0.551719476,111,7,1,286,721,2655,9,5,20,1,0,0,2
783,1027,1,2.577992229,0,1,1,8,0.031471801,111,5,3,248,1917,1970,9,3,4,1,0,0,0
784,710,1,1.7788903319999998,1,2,1,44,0.033444076,156,3,7,206,1263,1484,17,0,8,1,1,0,0
785,1977,0,2.009529095,0,0,1,8,0.135842393,101,4,7,667,1897,3011,10,0,7,1,1,1,3
786,1203,1,2.413845949,0,0,0,12,0.568144266,135,3,1,1163,1199,1484,14,3,9,1,0,1,0
788,1456,1,1.9037734480000001,0,4,1,2,0.798594833,134,6,18,115,1931,3269,16,3,15,1,0,0,1
789,1027,1,0.528665578,1,1,1,23,0.415380495,173,5,14,667,1917,1970,14,8,11,1,1,1,3
790,1949,0,2.596009307,0,3,0,60,0.02800742,160,8,3,1092,1162,1503,11,10,19,0,1,0,0
792,606,0,0.498752415,1,5,1,20,0.03507663,85,1,4,519,1988,286,7,4,7,1,0,0,1
793,1203,1,2.362291059,0,3,1,37,0.552643451,171,3,5,248,989,1590,15,1,6,1,0,1,3
794,1600,1,2.495823529,1,0,0,49,0.351887774,138,7,0,319,1023,1484,9,1,8,1,1,0,0
795,577,1,0.49904124200000005,1,0,0,12,0.048235954000000004,156,7,0,206,721,1484,17,1,10,0,1,1,0
796,1154,1,1.100570938,0,0,0,9,0.108824108,169,1,0,113,1555,2655,19,1,10,0,1,0,0
797,1831,1,0.504060673,1,0,0,15,0.857513594,110,7,3,4,1917,1053,17,8,7,1,0,0,1
798,1958,1,0.49915050899999996,0,0,1,30,0.6199256870000001,103,3,9,788,1775,3302,10,1,11,1,0,1,0
799,543,0,2.48053355,1,3,0,18,0.860521911,122,8,16,1087,1199,1053,14,9,8,1,1,1,0
801,1027,0,2.52934887,0,0,1,33,0.135818128,198,6,0,66,781,2977,12,7,3,1,1,0,0
802,1259,0,2.494108605,1,0,1,28,0.79860268,111,8,2,333,1159,3269,19,3,20,1,1,1,2
804,1203,0,1.119838734,1,0,1,9,0.55805476,176,8,7,1331,1888,1590,14,0,2,1,1,1,2
806,577,0,1.070381876,1,3,0,13,0.11648541300000001,102,5,16,376,730,1970,10,0,19,1,0,0,1
810,543,0,2.431220946,1,1,1,33,0.886359956,159,6,2,364,1520,1970,17,7,6,1,1,1,0
811,1027,0,1.420469296,0,9,1,9,0.036000256,199,1,4,113,1555,1590,10,5,20,1,0,0,1
812,772,1,1.867726227,1,2,1,61,0.083931465,80,7,7,1331,1364,1970,6,2,19,1,0,1,0
813,1185,0,1.07678036,1,0,1,2,0.118522485,199,7,17,1331,1005,1590,14,1,9,1,1,0,1
814,1203,0,0.49899437,0,0,0,18,0.55467402,197,5,1,1248,915,2655,7,6,3,1,1,0,0
815,710,0,0.498725551,1,0,1,20,0.031366952999999996,105,1,4,144,1988,286,7,4,7,1,0,0,2
818,518,0,0.573085221,0,1,1,32,0.032345085,199,4,16,581,818,1970,15,10,4,1,1,0,3
820,574,0,1.374959719,0,4,1,50,0.612326034,111,7,5,667,1005,3624,14,9,13,1,1,1,3
822,1203,1,0.49904023700000005,0,7,1,30,0.413588413,190,7,7,231,1775,2655,6,1,17,1,1,0,2
824,1843,0,0.498778468,1,0,1,20,0.041331948,131,1,8,519,1988,286,7,4,12,1,0,0,2
825,1203,1,0.49904673200000005,0,0,1,46,0.61091491,171,1,1,667,1813,3937,18,7,9,1,1,0,0
826,1561,0,1.819555174,1,0,1,54,0.057710294,154,4,15,193,1552,286,7,11,13,1,1,0,2
827,772,0,1.948945573,0,0,1,8,0.86518592,178,5,3,667,730,1970,18,7,19,1,1,1,0
829,710,0,0.498776185,1,0,1,54,0.030480268999999997,85,1,8,275,1988,286,7,4,7,1,0,0,2
830,1843,0,0.49876855700000006,1,0,1,54,0.031927872999999996,85,1,4,275,1988,286,7,4,14,1,0,0,2
832,772,1,1.3558798840000001,1,0,1,12,0.410644767,160,7,2,667,730,1970,18,4,11,1,1,1,0
833,1271,0,0.588779182,0,4,0,8,0.403658067,110,5,5,134,1361,2589,8,3,14,0,1,0,1
834,710,0,0.498822094,1,0,1,27,0.042762702,99,1,4,144,1988,286,7,4,7,1,0,0,2
837,1843,0,0.498763901,1,0,1,20,0.031935171,88,1,4,144,1988,286,7,4,7,1,0,0,2
838,710,0,0.498761744,1,0,1,54,0.033448931,105,1,11,275,1988,286,7,4,7,1,0,0,2
839,1561,1,0.498986225,0,4,0,23,0.41890841700000003,124,8,7,788,1023,1418,8,7,2,1,1,1,3
840,1144,1,0.499309359,1,0,1,12,0.8517818620000001,111,5,1,1260,1917,1970,8,1,20,1,1,0,1
841,1027,1,2.4679208530000003,1,0,1,43,0.351649694,170,3,14,58,833,1970,9,5,8,1,1,0,1
842,1027,1,1.399536224,1,0,1,54,0.144017908,189,7,1,286,721,3333,7,6,11,1,1,1,1
844,1777,1,2.5616720969999998,0,1,1,33,0.899192805,132,8,13,417,1558,2208,5,0,19,1,1,1,3
846,710,0,0.498771678,1,0,1,42,0.032826302,131,1,4,519,1988,286,7,5,7,1,0,0,2
847,1977,1,2.547861415,0,0,0,20,0.133390788,170,4,12,413,1009,3946,5,3,13,1,1,1,2
848,1203,1,0.49041588399999997,0,4,0,49,0.377933195,185,2,3,667,1463,3624,5,4,13,1,1,0,2
